"restaurant name","country code",city,long,lat,cuisines,booking,online_delivery,delivery,price,rating
Starbucks,1,"New Delhi",77.20384263,28.68091678,Cafe,No,No,No,9.100,3.7
"World of Wok",1,"New Delhi",77.20383894,28.68082913,Chinese,No,Yes,No,6.500,3.6
"Alvi's Food Spot",1,"New Delhi",77.296194,28.5929234,"North Indian, Mughlai",No,No,No,4.550,3.2
"Cafe Coffee Day",1,"New Delhi",77.2961448,28.5925115,Cafe,No,No,No,5.850,2.7
Code,1,"New Delhi",77.2965607,28.5924186,"North Indian, Mughlai, Chinese",Yes,Yes,No,11.050,2.5
Haowin,1,"New Delhi",77.296653,28.5934846,"Chinese, Continental, Thai",Yes,No,No,14.300,3.2
Mirror,1,"New Delhi",77.2963556,28.5925202,"North Indian, Chinese, Continental",Yes,No,No,16.250,3.3
"Pizza Hut Delivery",1,"New Delhi",77.2963154,28.5926711,"Italian, Pizza, Fast Food",No,Yes,No,10.400,2.7
"Platinum Lounge",1,"New Delhi",77.2963765,28.5925353,"North Indian, Chinese, Continental",Yes,No,No,18.200,3.3
"Aap Ki Rasoi Ghar",1,"New Delhi",77.119028,28.6344547,"North Indian, Fast Food",No,No,No,3.250,3
"Aggarwal Sweet & Pastry",1,"New Delhi",77.1113233,28.6341298,"Mithai, Chinese",No,No,No,1.300,2.8
Craving,1,"New Delhi",77.1217748,28.6370077,"Chinese, Fast Food",No,No,No,7.800,3.1
"Dakshin South Indian Hut",1,"New Delhi",77.1017824,28.6375856,"South Indian",No,No,No,2.600,3
"Food & Travel Cafe",1,"New Delhi",77.1184112,28.6362124,"Fast Food, Italian",No,No,No,5.200,3.2
"Jolly Tandoori Zaika",1,"New Delhi",77.1057254,28.6400959,"North Indian, Chinese",No,No,No,5.200,3.2
"Lababdar Rasoi",1,"New Delhi",77.0998378,28.6359711,"North Indian",No,No,No,2.600,3.3
"Madan Da Dhaba",1,"New Delhi",77.1132628,28.6341385,"North Indian",No,No,No,1.950,3
Nishtha,1,"New Delhi",77.1209657,28.6370195,"Street Food, Chinese",No,No,No,3.250,3.3
"P2 Tandoori Momos Station",1,"New Delhi",0,0,"Chinese, North Indian",No,No,No,2.600,3.1
"Punjabi's Veg Grill",1,"New Delhi",77.1200642,28.637074,"North Indian",No,No,No,4.550,2.9
"Sethi's The Cake Shop",1,"New Delhi",77.1049848,28.6372567,"Bakery, Fast Food",No,No,No,1.950,2.8
"Soya Grill",1,"New Delhi",77.1077556,28.6398962,"North Indian, Chinese",No,No,No,3.900,3
"Sunny Kebab Wala",1,"New Delhi",77.1137736,28.6341779,"North Indian, Fast Food",No,No,No,3.900,3.3
"Vaishno Bhojnalaya",1,"New Delhi",77.1104921,28.6341756,"North Indian",No,No,No,1.950,3.1
"Valentine Coffee Bar",1,"New Delhi",77.1053224,28.6401715,"Beverages, Fast Food",No,No,No,5.200,2.9
"Zayka Delhi-6",1,"New Delhi",77.1076479,28.6389889,"North Indian, Mughlai",No,No,No,7.800,3.1
"13 Cafe",1,"New Delhi",77.1126948,28.6372986,Cafe,No,No,No,6.500,0
"Aggarwal Sweet Corner",1,"New Delhi",77.1111664,28.6341062,Mithai,No,No,No,1.300,0
"Babu Meat Wala",1,"New Delhi",77.1023553,28.6372884,"Raw Meats, North Indian",No,No,No,4.550,0
"Batra Chinese Food & Chaap",1,"New Delhi",77.111493,28.6341831,Chinese,No,No,No,3.250,0
"Celebration Family Restaurant",1,"New Delhi",0,0,"North Indian, Chinese",Yes,No,No,10.400,0
"Ching Chinese",1,"New Delhi",77.113421,28.6380416,"Chinese, Fast Food",No,No,No,5.200,0
"Choices An Absolute BBQ",1,"New Delhi",77.10088,28.634166,"North Indian",No,No,No,2.600,0
Delhi-27,1,"New Delhi",77.1181788,28.6357662,"Chinese, South Indian",No,No,No,3.250,0
"Desi Kukkad",1,"New Delhi",77.1126948,28.6340741,"North Indian",No,No,No,3.900,0
Freezy,1,"New Delhi",77.1184103,28.6351694,"Ice Cream",No,No,No,0.650,0
"Gourmet Bistro",1,"New Delhi",77.124247,28.6368424,"Cafe, Fast Food, Bakery",No,No,No,6.500,0
"Jiya Amritsari Naan",1,"New Delhi",77.1194054,28.634274,"North Indian",No,No,No,2.600,0
"Kedgy Bite",1,"New Delhi",77.105132,28.6407295,"Fast Food",No,No,No,1.300,0
"Khera's Foodie Corner",1,"New Delhi",0,0,"Chinese, North Indian",No,No,No,1.950,0
"Lajwab Pastry Palace",1,"New Delhi",77.1126049,28.634155,Bakery,No,No,No,1.300,0
"Madan Sweets & Bakers",1,"New Delhi",77.1181788,28.6360349,Mithai,No,No,No,1.300,0
"Momo's King",1,"New Delhi",0,0,Chinese,No,No,No,2.600,0
"New Pishori Chicken Kabab",1,"New Delhi",77.1135938,28.6342502,"Fast Food",No,No,No,3.900,0
"New Sindhi Chicken Corner",1,"New Delhi",77.1145378,28.6369833,"North Indian, Mughlai",No,No,No,6.500,0
"Radha Swami Chaat Bhandar",1,"New Delhi",77.1055921,28.6392123,"Street Food",No,No,No,1.300,0
"Rajender Di Punjabi Rasoi",1,"New Delhi",77.1055022,28.640368,"North Indian",No,No,No,1.300,0
"Ram Ji Snacks & Food Corner",1,"New Delhi",77.1183778,28.636237,"Street Food",No,No,No,1.300,0
"Ram Ram Ji Kachori Bhandar",1,"New Delhi",77.1079298,28.6360338,"Street Food",No,No,No,0.650,0
"Rana's Food Corner",1,"New Delhi",77.1090147,28.6350391,"North Indian",No,No,No,2.600,0
"Sanjay Chicken Shop",1,"New Delhi",77.1212104,28.637075,"Raw Meats, Fast Food",No,No,No,4.550,0
"Sharma Ji Spring Roll",1,"New Delhi",77.1135039,28.6380035,"Fast Food",No,No,No,1.950,0
"Shree Raja Ram",1,"New Delhi",77.1055523,28.6398129,"Fast Food",No,No,No,0.650,0
"South Indian Hut",1,"New Delhi",77.1205612,28.637115,"South Indian",No,No,No,3.250,0
"Special Moradabadi Chicken Corner",1,"New Delhi",77.1055921,28.6393914,Biryani,No,No,No,2.600,0
"Standard Pastry Shop",1,"New Delhi",77.1122453,28.6368971,"Bakery, Fast Food",No,Yes,No,2.600,0
"Sushil Punjabi Vaishno Dhaba",1,"New Delhi",77.1077234,28.6386142,"North Indian",No,No,No,1.950,0
"Variety of Shawarmas",1,"New Delhi",77.1128304,28.6382092,"Fast Food",No,No,No,1.950,0
"Vrindavan Sweets",1,"New Delhi",77.1078398,28.6361147,"South Indian, Street Food, Mithai",No,No,No,3.900,0
"Flirty Momo's",1,"New Delhi",77.1180859,28.6357398,Chinese,No,No,No,4.550,2.4
"Nathu's Sweets",1,"New Delhi",77.2409086,28.60252,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",No,Yes,No,7.800,3.3
"Basil & Thyme",1,"New Delhi",77.241099,28.6014758,"Continental, European",Yes,No,No,28.600,3.6
Kamal's,1,"New Delhi",77.2406505,28.6023444,"North Indian",No,No,No,7.150,3.7
"Orange Peel by Rasleen Kochhar",1,"New Delhi",77.2426044,28.5992226,"Bakery, Fast Food",No,No,No,9.100,3.6
"ATM Bistro",1,"New Delhi",77.2415481,28.601877,European,Yes,No,No,13.000,0
"Masala House",1,"New Delhi",77.241099,28.6026409,"North Indian",Yes,Yes,No,23.400,4
"Number 8",1,"New Delhi",77.2411888,28.6024702,"Continental, North Indian, European, Asian",No,No,No,28.600,4
Keventers,1,"New Delhi",77.120791,28.564288,Beverages,No,No,No,5.200,3.2
"4700BC Popcorn",1,"New Delhi",77.1063438,28.6421648,"Fast Food",No,Yes,No,5.200,3.2
"Chennai X-Press",1,"New Delhi",77.1127414,28.6461669,"Fast Food",No,No,No,2.600,2.9
"Chinese Sigdi",1,"New Delhi",77.11142376,28.6491793,Chinese,No,No,No,3.250,3
"Da Pizza Pind",1,"New Delhi",77.1137028,28.6510376,"Pizza, Italian",No,No,No,3.250,3.2
Faasos,1,"New Delhi",77.1120745,28.6463287,"North Indian, Fast Food",No,Yes,No,7.800,3
Frontier,1,"New Delhi",77.1124028,28.6463908,Bakery,No,No,No,2.600,2.9
"Gyan Di Hatti",1,"New Delhi",77.1146413,28.6535887,"North Indian",No,No,No,2.600,2.9
"Hot Stuff",1,"New Delhi",77.1127855,28.6462371,"Chinese, Fast Food",No,No,No,5.850,3.3
"KK Da Dhaba",1,"New Delhi",77.1147742,28.6452447,"North Indian",No,Yes,No,5.200,3.4
"Last Bencher's",1,"New Delhi",77.1125497,28.6498944,Chinese,No,No,No,3.900,3
"Raj Bakers And Confectioners",1,"New Delhi",77.1124296,28.6499476,"Fast Food, Bakery",No,No,No,1.300,3
"Taste Drive",1,"New Delhi",77.1069062,28.6418012,"Fast Food",No,No,No,3.250,3.4
"The Kafilla",1,"New Delhi",77.1155932,28.6455653,"North Indian",No,No,No,7.800,3
"Tibb's Frankie",1,"New Delhi",77.1064052,28.6425185,"Fast Food",No,No,No,3.250,3.1
"4 Barrels Caf刺 & Lounge",1,"New Delhi",77.1099433,28.6490845,"North Indian, Continental, Lebanese",Yes,Yes,No,15.600,3.5
Baadshah,1,"New Delhi",77.116361,28.6461869,"North Indian, Chinese",Yes,No,No,13.000,3.5
"Behrouz Biryani",1,"New Delhi",77.1120493,28.6463347,Biryani,No,Yes,No,7.800,3.5
"Galina Restaurant",1,"New Delhi",77.1163525,28.6461897,"North Indian",No,No,No,9.100,3.5
"Masala Factory",1,"New Delhi",77.11541,28.646011,"North Indian, Chinese",No,No,No,6.500,3.8
"Ovenstory Pizza",1,"New Delhi",77.1120139,28.6463561,"Pizza, Fast Food",No,Yes,No,6.500,3.5
"Ajeet Fast Food Corner",1,"New Delhi",77.1124055,28.6499613,"Fast Food",No,No,No,4.550,0
"Al Changezi",1,"New Delhi",77.1156171,28.6538763,Mughlai,No,No,No,3.250,0
"Dolce Gelato",1,"New Delhi",77.1064709,28.6423312,"Ice Cream",No,No,No,1.560,0
"Dragon Way",1,"New Delhi",77.1114205,28.6491173,"Chinese, Fast Food",No,No,No,4.550,0
Foodaholic,1,"New Delhi",77.1151402,28.6488107,"Chinese, North Indian",No,No,No,5.200,0
"Indian Chinese Fast Food",1,"New Delhi",77.1120655,28.6524639,Chinese,No,No,No,1.300,0
"Jagadeesh Kharodewala",1,"New Delhi",77.1165705,28.6462079,"North Indian",No,No,No,2.600,0
"Punjabi Shahi Chicken Soup",1,"New Delhi",77.111955,28.6525857,Chinese,No,No,No,3.250,0
"Ramu Ka Dhaba",1,"New Delhi",77.1097172,28.6512755,Mughlai,No,No,No,4.550,0
"Sardar Ji Chicken Corner",1,"New Delhi",77.1162324,28.6456969,"Mughlai, North Indian",No,No,No,3.900,0
"Satguru Tiffin Service",1,"New Delhi",77.1122065,28.6498255,"North Indian",No,Yes,No,2.600,0
"Seth Baker's",1,"New Delhi",77.1123132,28.6518001,"Bakery, Desserts",No,No,No,2.600,0
"Sri Durga Dosa Corner",1,"New Delhi",77.1121665,28.6499138,"South Indian",No,No,No,3.900,0
"V S Cafe",1,"New Delhi",77.1068758,28.641769,"Fast Food",No,No,No,2.600,0
"Vijay South Indian Food",1,"New Delhi",77.1113549,28.6528574,"South Indian",No,No,No,3.250,0
"Punjab Grill",1,"New Delhi",77.1065034,28.6422159,"North Indian",Yes,Yes,No,20.800,4.3
"Insomnia - Taj Vivanta",1,"New Delhi",77.2294337,28.6012192,"Italian, Continental, Finger Food",Yes,No,No,39.000,3.3
"Larry's China - Taj Vivanta",1,"New Delhi",77.2294235,28.6011707,Chinese,Yes,No,No,41.600,3.7
"Yellow Brick Road - Taj Vivanta",1,"New Delhi",77.2294235,28.6011707,"Continental, North Indian, South Indian, Italian",No,No,No,32.500,3.9
"English Tadka",1,"New Delhi",77.1212744,28.6523425,"North Indian, European",Yes,No,No,10.400,3.3
"Burger King",1,"New Delhi",77.1206821,28.6507962,"Burger, Fast Food",No,Yes,No,6.500,3.6
"Pizza Hut",1,"New Delhi",77.1207398,28.6507574,"Italian, Pizza, Fast Food",No,Yes,No,13.000,3.6
"Cake Shop - The Ashok",1,"New Delhi",77.195866,28.596981,"Bakery, Desserts",No,No,No,6.500,3.1
"Samavar - The Ashok",1,"New Delhi",77.195892,28.597062,"Continental, North Indian, Chinese",Yes,No,No,28.600,3.2
"Tea Lounge - The Ashok",1,"New Delhi",77.1960071,28.5969975,Cafe,No,No,No,20.800,3.2
"Frontier - The Ashok",1,"New Delhi",77.1956478,28.5966943,"North Indian, Mughlai",Yes,No,No,46.800,3.7
"The Oudh - The Ashok",1,"New Delhi",77.1958724,28.5963125,"North Indian",Yes,No,No,48.100,3.6
"Zerruco - The Ashok",1,"New Delhi",77.1962398,28.598181,"Mediterranean, Italian",Yes,No,No,32.500,4.4
"The Claridges Garden -The Claridges",1,"New Delhi",77.2169361,28.60016,"Cafe, American, Tea",No,No,No,26.000,3.1
"Aura - The Claridges",1,"New Delhi",77.2169659,28.6001706,Continental,No,No,No,53.300,3.5
"Dhaba - The Claridges",1,"New Delhi",77.2168724,28.6001728,"North Indian",Yes,No,No,55.900,3.9
"Jade - The Claridges",1,"New Delhi",77.2168963,28.6001953,Chinese,Yes,No,No,65.000,3.8
"Pickwicks - The Claridges",1,"New Delhi",77.2168839,28.6001694,"European, Continental",Yes,No,No,46.800,3.7
"Ye Old Bakery - The Claridges",1,"New Delhi",77.2169297,28.6001541,"Bakery, Desserts",No,No,No,13.000,3.7
"Sevilla - The Claridges",1,"New Delhi",77.2168927,28.6001767,"Spanish, Italian",Yes,No,No,58.500,4.3
"GBar - The Grand New Delhi",1,"New Delhi",77.15246,28.538993,"American, Finger Food",Yes,No,No,34.450,3.3
"Cascades - The Grand New Delhi",1,"New Delhi",77.15246,28.538993,"North Indian, Continental, Asian",Yes,No,No,41.600,3.6
"1911 Bar - The Imperial",1,"New Delhi",77.218185,28.625443,"Finger Food, European",Yes,No,No,26.000,3.2
"Nostalgia at 1911 Brasserie - The Imperial",1,"New Delhi",77.218187,28.625445,"European, Continental",Yes,No,No,78.000,3.2
"Patiala Peg - The Imperial",1,"New Delhi",77.218187,28.625445,"Finger Food",Yes,No,No,39.000,3.3
"1911 - The Imperial",1,"New Delhi",77.218185,28.625443,"North Indian, Chinese, South Indian, Italian",Yes,No,No,78.000,3.9
"Daniell's Tavern - The Imperial",1,"New Delhi",77.218187,28.625445,"North Indian",Yes,No,No,52.000,3.7
"La Baguette - The Imperial",1,"New Delhi",77.218187,28.625445,"Desserts, Bakery",No,No,No,11.700,3.8
"San Gimignano - The Imperial",1,"New Delhi",77.218187,28.625445,Italian,Yes,No,No,65.000,3.7
"The Atrium - The Imperial",1,"New Delhi",77.218187,28.625445,"European, Desserts",Yes,No,No,32.500,3.6
"The Spice Route - The Imperial",1,"New Delhi",77.218187,28.625445,"Malaysian, Thai, Kerala, Vietnamese, Sri Lankan",Yes,No,No,78.000,4
"Bao Cha",1,"New Delhi",77.26898376,28.56164003,"Chinese, Thai, Asian",Yes,Yes,No,13.000,3
"Nazeer Delicacies",1,"New Delhi",77.26894453,28.56161147,"North Indian, Mughlai",Yes,No,No,11.700,3.3
"Open Oven",1,"New Delhi",77.269154,28.567481,"Bakery, Desserts, Fast Food",No,No,No,3.250,3.4
"Slurp Pasta Express",1,"New Delhi",77.26888552,28.56162678,"Cafe, Fast Food",No,No,No,3.900,2.9
"Urban Gala",1,"New Delhi",77.26885669,28.56179522,"Chinese, Cafe",No,No,No,9.100,2.8
"Shree Rathnam",1,"New Delhi",77.26870917,28.56165594,"South Indian, North Indian, Chinese",Yes,Yes,No,10.400,3.5
"Stuffed Kathi Roll",1,"New Delhi",77.2690978,28.5616595,"Fast Food",No,No,No,3.250,0
Subway,1,"New Delhi",77.2685174,28.5614696,"American, Fast Food, Salad, Healthy Food",No,Yes,No,6.500,1.9
"24/7 Pastry Shop - The Lalit New Delhi",1,"New Delhi",77.22762946,28.63110267,"Bakery, Desserts",No,No,No,11.700,3.3
"Le Petit Cafe - The Lalit New Delhi",1,"New Delhi",77.22762745,28.63113239,Cafe,Yes,No,No,20.800,3.2
"The Grill Room - The Lalit New Delhi",1,"New Delhi",77.227277,28.631407,Continental,Yes,No,No,58.500,3.4
"24/7 Bar- The Lalit New Delhi",1,"New Delhi",77.227277,28.631407,"Finger Food",No,No,No,39.000,3.5
"24/7 Restaurant - The Lalit New Delhi",1,"New Delhi",77.22756944,28.63148611,"Continental, North Indian, Italian, Asian",Yes,No,No,66.300,3.7
"Baluchi - The Lalit New Delhi",1,"New Delhi",77.22764019,28.63120891,"Mughlai, North Indian, South Indian",Yes,No,No,58.500,3.9
"Kitty Su - The Lalit New Delhi",1,"New Delhi",77.228133,28.6317423,"Finger Food",No,No,No,65.000,3.7
"Woks - The Lalit New Delhi",1,"New Delhi",77.227277,28.631407,"Chinese, Seafood",Yes,No,No,58.500,3.6
"Caf刺 Knosh - The Leela Ambience Convention Hotel",1,"New Delhi",77.30317778,28.66113333,"North Indian, Italian",Yes,No,No,35.100,3.9
"Cherry Bar - The Leela Ambience Convention Hotel",1,"New Delhi",77.30317778,28.66113333,"Finger Food",Yes,No,No,34.450,3.6
"Mei Kun - The Leela Ambience Convention Hotel",1,"New Delhi",77.30317778,28.66113333,Thai,Yes,No,No,45.500,3.6
"Dilli 32 - The Leela Ambience Convention Hotel",1,"New Delhi",77.30317778,28.66113333,"North Indian",Yes,No,No,45.500,4
"Jamavar - The Leela Palace",1,"New Delhi",77.1889269,28.5794095,"North Indian, Mughlai",Yes,No,No,52.000,3.9
"Le Cirque - The Leela Palace",1,"New Delhi",77.1889752,28.5793901,"French, Italian",Yes,No,No,65.000,3.8
"MEGU - The Leela Palace",1,"New Delhi",77.1889651,28.5794009,"Japanese, Sushi",Yes,No,No,71.500,3.9
"The Library - The Leela Palace",1,"New Delhi",77.1885648,28.5802165,"Italian, Continental",No,No,No,45.500,3.7
"The Lobby Lounge - The Leela Palace",1,"New Delhi",77.1890039,28.5793611,"Cafe, Continental",No,No,No,26.000,3.6
"The Lodhi Bakery - The Lodhi",1,"New Delhi",77.238056,28.592135,"Bakery, Desserts",No,No,No,5.200,2.9
"Elan - The Lodhi",1,"New Delhi",77.238315,28.5921591,"North Indian, Continental, Italian",Yes,No,No,39.000,3.8
"Agni - The Park",1,"New Delhi",77.21734352,28.62098574,"Mughlai, Italian, Finger Food, Middle Eastern",Yes,No,No,39.000,3.3
"Mist - The Park",1,"New Delhi",77.21736733,28.62098721,"Continental, Italian, American, North Indian",Yes,No,No,45.500,3.3
"Aqua - The Park",1,"New Delhi",77.216002,28.628885,"Continental, Italian, Mediterranean",Yes,No,No,58.500,3.8
"Atrium Bar  & Lounge - The Suryaa New Delhi",1,"New Delhi",77.26953889,28.56109444,"Finger Food",Yes,No,No,39.000,3.1
"French Crust - The Suryaa New Delhi",1,"New Delhi",77.26953889,28.56109444,"Cafe, Bakery",No,No,No,11.700,3.3
"Club BW - The Suryaa New Delhi",1,"New Delhi",77.269656,28.561179,"Finger Food, Continental, Italian, Chinese",No,No,No,57.200,3.6
"Sampan - The Suryaa New Delhi",1,"New Delhi",77.269618,28.561053,"Thai, Chinese, Japanese",Yes,No,No,32.500,3.7
"The Grill Room - The Taj Mahal Hotel",1,"New Delhi",77.2241228,28.6051535,"Mediterranean, European",No,No,No,65.000,3.1
"Emperor's Lounge - The Taj Mahal Hotel",1,"New Delhi",77.2241405,28.6051689,Cafe,No,No,No,32.500,3.8
"Machan - The Taj Mahal Hotel",1,"New Delhi",77.2241369,28.6051648,"North Indian, European, Continental",No,No,No,65.000,3.9
"Ricks Bar - The Taj Mahal Hotel",1,"New Delhi",77.22273611,28.60440165,"Malaysian, Thai",Yes,No,No,54.600,3.6
"Wasabi by Morimoto - The Taj Mahal Hotel",1,"New Delhi",77.2243039,28.6052532,"Japanese, Sushi",Yes,No,No,78.000,3.9
"House of Ming - The Taj Mahal Hotel",1,"New Delhi",77.2246182,28.6051487,Chinese,Yes,No,No,71.500,4
"Varq - The Taj Mahal Hotel",1,"New Delhi",77.2241401,28.605189,"Seafood, North Indian",Yes,No,No,58.500,4.2
"Capital Kitchen - Taj Palace Hotel",1,"New Delhi",77.1701408,28.5950782,"North Indian, European, Asian",Yes,No,No,26.000,3.7
"Spicy Duck - Taj Palace Hotel",1,"New Delhi",77.1702198,28.5948008,Asian,Yes,No,No,52.000,3.5
"Orient Express - Taj Palace Hotel",1,"New Delhi",77.170087,28.5950077,European,Yes,No,No,104.000,4
"The Tea Lounge - Taj Palace Hotel",1,"New Delhi",77.1703995,28.5945492,Cafe,No,No,No,19.500,4
"Bonitos - The Uppal",1,"New Delhi",77.101847,28.535183,"Continental, Thai, Chinese, North Indian",Yes,No,No,39.000,3.2
"Bonitos Blu - The Uppal",1,"New Delhi",77.101847,28.535183,"North Indian, Asian, Continental",Yes,No,No,32.500,3
"The Gourmet Shop - The Uppal",1,"New Delhi",77.101847,28.535183,Bakery,No,No,No,6.500,3
Chopsticks,1,"New Delhi",77.2133902,28.5525438,"Chinese, Thai",Yes,Yes,No,22.100,3.6
"TabulaBeach Cafe",1,"New Delhi",77.213191,28.5523566,"European, American",Yes,No,No,20.800,3.8
"Arriba - Mexican Grill & Tequileria",1,"New Delhi",77.2129742,28.55231,Mexican,Yes,No,No,32.500,4.1
"Chatori Gali",1,"New Delhi",0,0,"Fast Food",No,No,No,2.600,0
"Aggarwal Sweet Center",1,"New Delhi",77.0919833,28.6350967,"Mithai, Street Food",No,No,No,1.300,2.9
"Aggarwal Sweets",1,"New Delhi",77.0994142,28.6419765,"Street Food, Desserts",No,No,No,3.250,2.7
"Alag Khana Khazana",1,"New Delhi",77.0862978,28.6389981,"North Indian, Mughlai",No,No,No,5.850,2.9
"Bhape Di Hatti",1,"New Delhi",77.0968578,28.6384031,"North Indian",No,No,No,2.600,3.1
"Bhappe Di Hatti",1,"New Delhi",77.0965905,28.6380699,"North Indian",No,No,No,1.950,3.1
"Bhatura King",1,"New Delhi",77.0954179,28.636751,"Street Food",No,No,No,1.950,2.9
"Bhukkadzz Point",1,"New Delhi",77.0868116,28.6354821,"Fast Food",No,Yes,No,3.900,3
Bimbos,1,"New Delhi",77.1016004,28.6374082,"Chinese, Fast Food",No,No,No,4.550,3.1
"Brothers' Bakery",1,"New Delhi",77.1033405,28.6487302,"Fast Food, Bakery",No,No,No,4.550,2.9
"Chaap Nation",1,"New Delhi",77.09550753,28.64003986,"North Indian, Fast Food, Afghani",No,No,No,3.900,3
"Dev Burger",1,"New Delhi",77.0998394,28.635043,"Fast Food",No,No,No,3.900,2.9
"Green Chick Chop",1,"New Delhi",77.1040206,28.6437138,"Raw Meats, North Indian, Fast Food",No,No,No,4.550,3
"Green Chick Chop",1,"New Delhi",77.0905901,28.6364554,"Raw Meats, North Indian, Fast Food",No,No,No,4.550,3.2
"Hum Sabki Rasoi",1,"New Delhi",77.0888609,28.6377331,"North Indian",No,No,No,3.900,3.3
"Janki Vaishno Dhaba",1,"New Delhi",77.1050287,28.6375598,"North Indian",No,No,No,1.950,3
"Manmohan Food Plaza",1,"New Delhi",77.0962201,28.6371415,"Fast Food",No,No,No,4.550,2.6
Mr.Hunger,1,"New Delhi",77.0937942,28.6368398,"Burger, Fast Food",No,No,No,6.500,3
"Neelma Punjabi Dhaba",1,"New Delhi",77.097173,28.6434771,"North Indian",No,No,No,3.250,2.9
"New Raj Kachori Bhandar",1,"New Delhi",77.0972739,28.6374781,"Street Food",No,No,No,1.300,3.4
"Punjabi Ninja",1,"New Delhi",77.1004284,28.6407465,"North Indian",No,No,No,7.150,3
"Radha Swami Cool Hut",1,"New Delhi",77.095013,28.6404001,"Beverages, Ice Cream",No,No,No,2.600,3.1
"Sagar Choley Bhatoorey",1,"New Delhi",77.1006304,28.6448121,"Street Food",No,No,No,1.950,3.2
"Sehyog Alpahar",1,"New Delhi",77.0966736,28.637326,"South Indian, Chinese",No,No,No,1.950,3.2
"South Indian Hut",1,"New Delhi",77.0889219,28.6378234,"South Indian, Chinese",No,No,No,3.900,2.9
"Vijay Corner",1,"New Delhi",77.0973882,28.6361284,"North Indian, Mughlai",No,No,No,3.900,3
"Mithlesh Ande Wala",1,"New Delhi",77.098007,28.6342673,"Street Food",No,No,No,1.950,3.5
"Roti N Boti",1,"New Delhi",77.0925481,28.6409492,"North Indian, Fast Food, Mughlai",No,Yes,No,3.900,3.5
"Annapurna Caters",1,"New Delhi",77.0934526,28.6376488,"North Indian",No,No,No,2.600,0
"Ashoka's Ice Zone",1,"New Delhi",77.0949112,28.6404463,"Ice Cream, Beverages",No,No,No,1.950,0
"Bikaner Sweets & Pastry Corner",1,"New Delhi",77.086714,28.6388684,"Mithai, Street Food",No,No,No,1.300,0
"Bikaner Sweets",1,"New Delhi",77.1031722,28.6489062,"Bakery, Mithai",No,No,No,3.250,0
"Dee Pizza Hub",1,"New Delhi",77.0845916,28.6344618,Pizza,No,No,No,4.550,0
"Flavors of London",1,"New Delhi",77.0854345,28.6396056,"Desserts, Ice Cream, Fast Food",No,No,No,2.600,0
"Funduz Cafe",1,"New Delhi",77.1002905,28.6449182,"Fast Food",No,No,No,3.900,0
Giani,1,"New Delhi",77.0863331,28.63903,"Ice Cream, Desserts",No,No,No,3.900,0
"Grover Sweets Rajouri Wala",1,"New Delhi",77.1034131,28.6481247,"Mithai, Street Food",No,No,No,2.600,0
"Guru Kripa Chicken Corner",1,"New Delhi",77.0971137,28.636187,"North Indian",No,No,No,3.250,0
Health-O-Lic,1,"New Delhi",0,0,"Healthy Food, Juices",No,No,No,6.500,0
"Himalya Chinese",1,"New Delhi",77.0962302,28.6468527,Chinese,No,No,No,3.900,0
KindBhutani's,1,"New Delhi",77.0959301,28.6367945,"South Indian, Fast Food, Chinese",No,No,No,4.550,0
"Mama Bhanja Corner",1,"New Delhi",77.0971707,28.6361765,"North Indian",No,No,No,6.500,0
"Mama Tao",1,"New Delhi",77.1029417,28.6491405,Chinese,No,No,No,3.250,0
"Manpasand Punjabi Zaika",1,"New Delhi",77.0864035,28.6391088,"North Indian",No,No,No,4.550,0
"Pal Restaurant",1,"New Delhi",77.1014529,28.6445351,"North Indian, Chinese",No,No,No,3.250,0
"Pizza Station",1,"New Delhi",77.0998064,28.6448699,"Fast Food",No,No,No,3.250,0
"Punjabi Dhaba",1,"New Delhi",0,0,"North Indian",No,No,No,3.900,0
"Punjabi Virsa",1,"New Delhi",77.102513,28.644093,"North Indian, Chinese, Mughlai",No,No,No,9.100,0
"Sahib Jhatka Chicken Shop",1,"New Delhi",77.0973474,28.6361148,"North Indian",No,No,No,3.250,0
"Salt & Peppers",1,"New Delhi",77.0964562,28.6371756,Chinese,No,No,No,6.500,0
"Sethi Ice Cream Parlour",1,"New Delhi",77.0995462,28.6450932,"Desserts, Beverages",No,No,No,1.950,0
"Shah Ji Di Rasoi",1,"New Delhi",77.0966816,28.6380338,"Street Food",No,No,No,2.600,0
"Shawarma Wala",1,"New Delhi",77.0954687,28.6370036,"Fast Food",No,No,No,3.900,0
"Snazzy Delights",1,"New Delhi",0,0,Bakery,No,No,No,3.900,0
"South Indian Hut",1,"New Delhi",77.084917,28.6343667,"South Indian",No,No,No,2.600,0
"T-2 Di Hatti",1,"New Delhi",77.0934222,28.6377065,"Street Food",No,No,No,1.300,0
"The Second Wife Kitchen",1,"New Delhi",77.0933859,28.6366697,"North Indian",No,Yes,No,6.500,0
"Today Pizza",1,"New Delhi",77.1031681,28.6490554,"Fast Food",No,No,No,3.250,0
"Turban Tadka",1,"New Delhi",77.0846233,28.6356249,"North Indian, Fast Food",No,No,No,3.250,0
"Wah Shah Ji Wah",1,"New Delhi",77.1039501,28.6437348,"North Indian",No,No,No,3.900,0
"Wah Wah Chicken Corner",1,"New Delhi",77.0918112,28.6420481,"North Indian",No,No,No,5.200,0
